imp_date	ftime	extinfo	c_id	type	source	raw_id	mid	root_c_id	parent_c_id	ext	pub_time	created_at	transmit
20250220	2025-02-20 07:00:18.911	extinfo=9.220.203.134	UgwXTTAP3ptsZzGV80d4AaABAg	youtube_short	youtube	bbf562ee570a3ddad76464757d4334b5	UC9j4zT1K7Cxys6QsJPkmpRA	UgwXTTAP3ptsZzGV80d4AaABAg		"{""content"": ""I agree Go  TRUMP"", ""compete_doc_id"": ""qMln9Tauh6I"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@tonygutierrez4546"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 1}"	2024-10-20 00:00:00	2025-02-20 07:00:18	
20250220	2025-02-20 07:00:18.910	extinfo=9.220.203.134	UgzL7feRMl7LUvo2zeJ4AaABAg	youtube_short	youtube	bbf562ee570a3ddad76464757d4334b5	UCr4_YWrpc0jZ2_zxY7eH5Ig	UgzL7feRMl7LUvo2zeJ4AaABAg		"{""content"": ""Pro lifers cnn Fox 1945 hates Abortionist Lucifer pro choicer's caca."", ""compete_doc_id"": ""qMln9Tauh6I"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@MarkVasquez-ke8rf"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 2}"	2024-06-20 00:00:00	2025-02-20 07:00:18	
20250220	2025-02-20 07:00:18.888	extinfo=fe80::5054:ff:fed9:b9a5	UgyYBH7PsMopDwE0gkh4AaABAg	youtube_short	youtube	bbf562ee570a3ddad76464757d4334b5	UCTI8TxfKPGxx92P5wK8K-OQ	UgyYBH7PsMopDwE0gkh4AaABAg		"{""content"": ""It's not racist if it's true. Even the latinos know that! The good ones come here to provide for their families. The bad ones are also crossing the border, too, with their drugs and violence. Latinos know that and want their families to be safe, too. TRUMP 2024!"", ""compete_doc_id"": ""qMln9Tauh6I"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@imsleepingbeauty"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 2}"	2024-10-20 00:00:00	2025-02-20 07:00:18	
20250220	2025-02-20 07:00:18.610	extinfo=9.144.228.76	UgxKwuuL9dv5aY3cffB4AaABAg	youtube_short	youtube	152df8468cc94ede3d199c3053f2957f	UCO51evIG_gzex0GPkD2iiOg	UgxKwuuL9dv5aY3cffB4AaABAg		"{""content"": ""So what. This is supposed to be NEWS"", ""compete_doc_id"": ""YPyXK3HzwtI"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@MarionQuintero767"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 1}"	2024-02-20 00:00:00	2025-02-20 07:00:18	
20250220	2025-02-20 07:00:18.936	extinfo=9.220.221.129	Ugx8sg8bQmaFDx3ntzZ4AaABAg	youtube_short	youtube	bbf562ee570a3ddad76464757d4334b5	UCqwKsQihpGoMcbthl8YG0jA	Ugx8sg8bQmaFDx3ntzZ4AaABAg		"{""content"": ""Dominicans 4 Trump '24"", ""compete_doc_id"": ""qMln9Tauh6I"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@eyeje19"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 1}"	2024-02-20 00:00:00	2025-02-20 07:00:18	
20250220	2025-02-20 07:00:18.919	extinfo=9.220.203.134	UgxlAqoN0Qgi-0-ttVB4AaABAg	youtube_short	youtube	bbf562ee570a3ddad76464757d4334b5	UC-eq2rd2qNjE3s0gYz7GeDQ	UgxlAqoN0Qgi-0-ttVB4AaABAg		"{""content"": ""Can CNN ever report on anything but race. CNN is a disgrace. You keep twisting what he really said, but your viewers are so weak minded they don’t even play the entire statement."", ""compete_doc_id"": ""qMln9Tauh6I"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@deer9116"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 1}"	2024-02-20 00:00:00	2025-02-20 07:00:18	
20250220	2025-02-20 07:00:19.223	extinfo=9.220.212.11	UgxwZPwoq47kvA2y5I94AaABAg	youtube_short	youtube	b9eb90f045f0c3beaa458e52e3e1da06	UC3sesTq6GiAGt5MgC_jT9Rg	UgxwZPwoq47kvA2y5I94AaABAg		"{""content"": ""l am BEING  HONEST !!!  AND BEING GAY IS NOT SWEARING !!!  ITS ALL TRUTH AND YOU KNOW IT !!! NOW POST MY FIRST POST OF THE DAY, NOW !!!!"", ""compete_doc_id"": ""gY4rWP3b8gk"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@maxineedwards5358"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 1}"	2023-02-20 00:00:00	2025-02-20 07:00:19	
20250220	2025-02-20 07:00:19.253	extinfo=9.220.219.80	Ugx2HFoNTpOjGhz7OJ54AaABAg	youtube_short	youtube	b9eb90f045f0c3beaa458e52e3e1da06	UCe7e9dBfHzzKb3zxYX5n54Q	Ugx2HFoNTpOjGhz7OJ54AaABAg		"{""content"": ""Just wake me when I can vote for Trump again. 🥱🥱🥱🥱🥱"", ""compete_doc_id"": ""gY4rWP3b8gk"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@HopkinsIsNotAVictim"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 2}"	2023-02-20 00:00:00	2025-02-20 07:00:19	
20250220	2025-02-20 07:00:19.299	extinfo=9.220.219.80	UghOhL3EemKjvHgCoAEC	youtube_short	youtube	267654a737aa12a3a5fda1798a9c1b5d	UCSgsyRXtAHrS3gGW3s05Jxw	UghOhL3EemKjvHgCoAEC		"{""content"": ""Clearly this young man is indestructible. A future Captain America methinks."", ""compete_doc_id"": ""gE63VkS5Bd8"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@periurban"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 2}"	2015-02-20 00:00:00	2025-02-20 07:00:19	
20250220	2025-02-20 07:00:19.911	extinfo=9.220.219.80	Ugi12G3_c6JfU3gCoAEC	youtube_short	youtube	e05190da3b8dfb168e7af7157d9b803c	UCDHM0hWt1ur4XgyGeaDYF5w	Ugi12G3_c6JfU3gCoAEC		"{""content"": ""GOOD RIDDANCE"", ""compete_doc_id"": ""pbqDr6Nu8kA"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@tokugawabushisamurai9226"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 3}"	2015-02-20 00:00:00	2025-02-20 07:00:19	
20250220	2025-02-20 07:00:20.394	extinfo=fe80::5054:ff:fed9:b9a5	UgwwrUTXTfcZFWm1D_V4AaABAg	youtube_short	youtube	077f7946e30ff58b01cb7afd74170498	UCmAxN_nCqQOBvYWVtezUNrg	UgwwrUTXTfcZFWm1D_V4AaABAg		"{""content"": ""What is Kamala going to do that she has not done for the past 4 years? How is she going cut taxes? How is she going cut cost for housing? How is she going to close the border?"", ""compete_doc_id"": ""gdx2_R7NbpE"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@jayantharaj6121"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 1}"	2024-09-20 00:00:00	2025-02-20 07:00:20	
20250220	2025-02-20 07:00:18.918	extinfo=9.220.203.134	UgzjfzmIa14A8Pe6ar14AaABAg	youtube_short	youtube	bbf562ee570a3ddad76464757d4334b5	UCpQNeztEcdeQylPwoMRn5Zw	UgzjfzmIa14A8Pe6ar14AaABAg		"{""content"": ""Are there rapists in America...Yes.\n\nAre there rapist in Mexico... Yes.\n\nDo rapist make their way into America via the Mexico border... Yes.\n\nSo if Trump states that there are rapists coming from Mexico, Is he wrong?\n\nCNN Is just trying to turn this into some kind of FAKE Trump is a racist propaganda narrative.\n\nI believe President Trump is also talking about Mexico is allowing their convicted rapists in their Mexican prison out as long as they go to America."", ""compete_doc_id"": ""qMln9Tauh6I"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@JUSTDREAMFREE"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 1}"	2024-02-20 00:00:00	2025-02-20 07:00:18	
20250220	2025-02-20 07:00:19.246	extinfo=fe80::5054:ff:fed9:b9a5	UgxR3VoeXB3mzym7_HV4AaABAg	youtube_short	youtube	b9eb90f045f0c3beaa458e52e3e1da06	UCGRd-g14dm4ZkT9t2AYQgfA	UgxR3VoeXB3mzym7_HV4AaABAg		"{""content"": ""What?! No! He asked them to MOVE the boxes?! As in to put them in another place?! How COULD he?! Does he NOT KNOW just how important this is?! Next he’ll be eating breakfast 30 minutes later than normal! WHAT COULD THAT MEAN?!"", ""compete_doc_id"": ""gY4rWP3b8gk"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@AIC5150"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 1}"	2023-02-20 00:00:00	2025-02-20 07:00:19	
20250220	2025-02-20 07:00:19.215	extinfo=9.220.221.129	UgyEnqzK02tl3dFhYjZ4AaABAg	youtube_short	youtube	b9eb90f045f0c3beaa458e52e3e1da06	UCXPV88H4JfOza7uA7CP2mUg	UgyEnqzK02tl3dFhYjZ4AaABAg		"{""content"": ""Is not is too - is not is too   refund the constitution of the united states of America get defund  likewise the constitution of the cooperative republic of Guyana the same  defunded and molested by the constitution reformers you head got to be road because you ducking educated that the only way for appealing reform left it money that is twenty two year old liquidity and new liquidity then be about reforming legally sluting freak understand if is like this yeah eye got sledge ,don't know to drive so that out and don't have any sort of  firearm cause of example from Taliban's not you all this but head penetration is with sledge hammer on the road with kneecap gone no running is my way is may way and constitution on defending ."", ""compete_doc_id"": ""gY4rWP3b8gk"", ""crawl_source"": ""youtube_pc"", ""cp_name"": ""@logisticssupportunit922"", ""report_id"": ""obs-a9b2fb54"", ""like_count"": 1, ""reply_count"": 2}"	2023-02-20 00:00:00	2025-02-20 07:00:19	
